genre,title,artist,duration,url
rap,Прослушать ШЕFF – Жду перемен,ШЕFF,04:06,https://zaycev.net/pages/244945/24494527.shtml
rap,Прослушать Subbota – Осень,Subbota,02:29,https://zaycev.net/pages/250194/25019445.shtml
rap,"Прослушать Элджей – Hey, guys",Элджей,02:58,https://zaycev.net/pages/70407/7040711.shtml
rap,Прослушать Егор Крид – Самая самая,Егор Крид,03:56,https://zaycev.net/pages/70344/7034494.shtml
rap,Прослушать Ноггано – Будь здоров (feat. Словетский),Ноггано,02:24,https://zaycev.net/pages/114487/11448783.shtml
rap,Прослушать Subbota – Женская мантра,Subbota,02:49,https://zaycev.net/pages/249970/24997018.shtml
rap,Прослушать Various Artists – Яшибез бит яшибез,Various Artists,04:03,https://zaycev.net/pages/119406/11940618.shtml
rap,Прослушать МУЗЫКА В МАШИНУ – ГДЕ-ТО ТАМ,МУЗЫКА В МАШИНУ,02:31,https://zaycev.net/pages/249995/24999502.shtml
rap,Прослушать INSTASAMKA – Juicy,INSTASAMKA,02:00,https://zaycev.net/pages/246351/24635165.shtml
rap,Прослушать Qwizar Wols – Фонк Вечеринка,Qwizar Wols,02:51,https://zaycev.net/pages/249662/24966278.shtml
rap,Прослушать Баста – На заре,Баста,05:06,https://zaycev.net/pages/245372/24537283.shtml
rap,Прослушать Баста – Выпускной (Acoustic Version),Баста,03:18,https://zaycev.net/pages/250071/25007162.shtml
pop,Прослушать INSTASAMKA – ЗА ДЕНЬГИ ДА,INSTASAMKA,01:59,https://zaycev.net/pages/249220/24922020.shtml
pop,"Прослушать ALEKS ATAMAN, FINIK – Девочка бандитка","ALEKS ATAMAN, FINIK",02:20,https://zaycev.net/pages/248800/24880063.shtml
pop,Прослушать Юрий Шатунов – Седая ночь,Юрий Шатунов,06:21,https://zaycev.net/pages/249528/24952856.shtml
pop,Прослушать МУЗЫКА В МАШИНУ – КАЙФУЙ,МУЗЫКА В МАШИНУ,03:26,https://zaycev.net/pages/248770/24877033.shtml
pop,Прослушать Фристайл – Чёрные глаза,Фристайл,04:09,https://zaycev.net/pages/248557/24855730.shtml
pop,"Прослушать NILETTO ,  Олег Майами   &  Лёша Свик – Не вспоминай","NILETTO ,  Олег Майами   &  Лёша Свик",02:53,https://zaycev.net/pages/249476/24947660.shtml
pop,Прослушать Клава Кока – Замуж,Клава Кока,02:40,https://zaycev.net/pages/249377/24937777.shtml
pop,Прослушать Дискотека Авария – Два океана,Дискотека Авария,03:54,https://zaycev.net/pages/117756/11775601.shtml
pop,Прослушать Клава Кока – ЛА ЛА ЛА,Клава Кока,02:40,https://zaycev.net/pages/248836/24883676.shtml
pop,Прослушать Subbota – Где-то там,Subbota,02:31,https://zaycev.net/pages/249825/24982598.shtml
pop,Прослушать NILETTO – Ты такая красивая,NILETTO,02:57,https://zaycev.net/pages/246898/24689841.shtml
pop,Прослушать НЕКИНО – СЛОВО ПАЦАНА,НЕКИНО,02:43,https://zaycev.net/pages/249739/24973944.shtml
pop,Прослушать Dabro – На часах ноль-ноль,Dabro,03:26,https://zaycev.net/pages/248828/24882899.shtml
pop,Прослушать 5sta Family – Тюльпаны,5sta Family,02:41,https://zaycev.net/pages/246903/24690309.shtml
pop,Прослушать ХАБИБ – Дискотека,ХАБИБ,02:11,https://zaycev.net/pages/249136/24913607.shtml
pop,Прослушать Турбомода – Каникулы,Турбомода,04:41,https://zaycev.net/pages/230493/23049364.shtml
pop,Прослушать МУЗЫКА В МАШИНУ – РАЗРЫВНАЯ,МУЗЫКА В МАШИНУ,03:00,https://zaycev.net/pages/248728/24872851.shtml
pop,Прослушать Юрий Шатунов – Белые розы,Юрий Шатунов,05:42,https://zaycev.net/pages/249528/24952862.shtml
pop,"Прослушать ХАННА, Миша Марвин – Французский поцелуй","ХАННА, Миша Марвин",02:52,https://zaycev.net/pages/248822/24882269.shtml
pop,Прослушать Мурат Насыров – Я это ты (Ты это я),Мурат Насыров,04:02,https://zaycev.net/pages/248299/24829956.shtml
pop,Прослушать Various Artists – Asphalt,Various Artists,04:32,https://zaycev.net/pages/247665/24766594.shtml
pop,Прослушать Бутырка – Молодость,Бутырка,05:02,https://zaycev.net/pages/248615/24861593.shtml
pop,Прослушать MIA BOYKA – АУФ,MIA BOYKA,01:35,https://zaycev.net/pages/234917/23491743.shtml
pop,Прослушать Дима Билан – Молния,Дима Билан,03:01,https://zaycev.net/pages/118383/11838330.shtml
pop,Прослушать Иванушки  International – Тополиный пух,Иванушки  International,03:53,https://zaycev.net/pages/115998/11599859.shtml
pop,"Прослушать Rauf & Faik, NILETTO – Если тебе будет грустно","Rauf & Faik, NILETTO",03:11,https://zaycev.net/pages/218473/21847355.shtml
pop,Прослушать Dabro – Юность,Dabro,03:39,https://zaycev.net/pages/248819/24881994.shtml
pop,Прослушать Юрий Шатунов – Седая ночь,Юрий Шатунов,06:57,https://zaycev.net/pages/249528/24952865.shtml
pop,Прослушать INSTASAMKA – POPSTAR,INSTASAMKA,02:18,https://zaycev.net/pages/249068/24906819.shtml
pop,Прослушать Dj Дождик – Почему же,Dj Дождик,04:32,https://zaycev.net/pages/164162/16416207.shtml
pop,Прослушать IOWA – Кусь,IOWA,02:37,https://zaycev.net/pages/249996/24999678.shtml
pop,Прослушать RASA – Пчеловод,RASA,02:50,https://zaycev.net/pages/248778/24877847.shtml
pop,Прослушать NILETTO – Любимка,NILETTO,03:39,https://zaycev.net/pages/246898/24689835.shtml
pop,Прослушать Вирус – Ты меня не ищи,Вирус,03:53,https://zaycev.net/pages/249197/24919797.shtml
pop,Прослушать ПАПА ДЖАН – ДИКИЙ (КАВКАЗСКАЯ МУЗЫКА),ПАПА ДЖАН,02:39,https://zaycev.net/pages/249326/24932675.shtml
pop,Прослушать Subbota – Иди сюда,Subbota,03:00,https://zaycev.net/pages/249986/24998683.shtml
pop,"Прослушать Дискотека Авария, Жанна Фриске – Малинки","Дискотека Авария, Жанна Фриске",03:57,https://zaycev.net/pages/248714/24871421.shtml
pop,Прослушать Вика Старикова – Три желания,Вика Старикова,03:24,https://zaycev.net/pages/183335/18333584.shtml
pop,Прослушать Рок-Острова – Ничего не говори,Рок-Острова,04:13,https://zaycev.net/pages/248574/24857499.shtml
pop,Прослушать Белоусов Евгений – Девчонка-девчоночка,Белоусов Евгений,04:55,https://zaycev.net/pages/70521/7052180.shtml
pop,Прослушать DJ PULYA – ТАНЦЫ (ТАНЦЕВАЛЬНАЯ МУЗЫКА 2024),DJ PULYA,02:35,https://zaycev.net/pages/249804/24980477.shtml
pop,Прослушать Коста Лакоста   &  Ольга Серябкина – По улицам,Коста Лакоста   &  Ольга Серябкина,03:02,https://zaycev.net/pages/250181/25018117.shtml
pop,Прослушать Qwizar Wols – Ангел,Qwizar Wols,03:19,https://zaycev.net/pages/249759/24975937.shtml
pop,"Прослушать Стас Михайлов, Тамара Кутидцзе – Звони мне прямо в сердце","Стас Михайлов, Тамара Кутидцзе",03:08,https://zaycev.net/pages/250012/25001209.shtml
pop,Прослушать Иванушки  International – Тополиный пух,Иванушки  International,03:53,https://zaycev.net/pages/116005/11600545.shtml
pop,"Прослушать Фристайл – Ах, какая женщина",Фристайл,05:13,https://zaycev.net/pages/45422/4542214.shtml
pop,Прослушать Subbota – Раздолбим эту ночь?,Subbota,02:46,https://zaycev.net/pages/250058/25005822.shtml
pop,Прослушать Моя Мишель – Ветер меняет направление,Моя Мишель,02:46,https://zaycev.net/pages/249260/24926095.shtml
pop,"Прослушать Клава Кока, FEDUK – Кабы не было тебя","Клава Кока, FEDUK",02:40,https://zaycev.net/pages/249740/24974007.shtml
pop,Прослушать Форей – Запомните меня таким,Форей,02:39,https://zaycev.net/pages/249828/24982810.shtml
easy,Прослушать Various Artists – Asphalt,Various Artists,04:32,https://zaycev.net/pages/247665/24766594.shtml
easy,Прослушать Qwizar Wols – Ангел,Qwizar Wols,03:19,https://zaycev.net/pages/249759/24975937.shtml
easy,Прослушать Tsipak KPSS – Kirat,Tsipak KPSS,05:30,https://zaycev.net/pages/247709/24770929.shtml
easy,Прослушать Элджей – Drake,Элджей,02:06,https://zaycev.net/pages/249597/24959791.shtml
easy,Прослушать DJ DEEP MIX – TAKE A CHANCE (МУЗЫКА В МАШИНУ),DJ DEEP MIX,03:14,https://zaycev.net/pages/249649/24964942.shtml
easy,Прослушать Various Artists – Inplex - Meant to Be  (Original Mix),Various Artists,06:29,https://zaycev.net/pages/249295/24929547.shtml
easy,Прослушать 5sta Family – В июле,5sta Family,03:07,https://zaycev.net/pages/249994/24999415.shtml
easy,Прослушать Nifiant – Can't Believe,Nifiant,02:52,https://zaycev.net/pages/249750/24975002.shtml
easy,Прослушать Various Artists – Яшибез бит яшибез,Various Artists,04:03,https://zaycev.net/pages/119406/11940618.shtml
easy,Прослушать Qwizar Wols – Фонк Вечеринка,Qwizar Wols,02:51,https://zaycev.net/pages/249662/24966278.shtml
easy,Прослушать Various Artists – Дочка,Various Artists,04:24,https://zaycev.net/pages/249994/24999451.shtml
easy,Прослушать Tsipak KPSS – Dead Car,Tsipak KPSS,02:43,https://zaycev.net/pages/247709/24770928.shtml
easy,Прослушать Various Artists – Туган кон,Various Artists,03:12,https://zaycev.net/pages/118820/11882077.shtml
easy,Прослушать Qwizar Wols – Run Away,Qwizar Wols,02:37,https://zaycev.net/pages/249948/24994833.shtml
easy,Прослушать Sinitana – No Rules,Sinitana,03:34,https://zaycev.net/pages/244574/24457482.shtml
easy,Прослушать XM – Can You See (Топ Мелодия На Звонок 2024),XM,00:29,https://zaycev.net/pages/250020/25002051.shtml
easy,Прослушать Incode – California,Incode,03:03,https://zaycev.net/pages/249964/24996473.shtml
easy,Прослушать Qwizar Wols – For My Own (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/249993/24999309.shtml
easy,Прослушать Incode – Know (Мелодия На Звонок),Incode,00:29,https://zaycev.net/pages/249947/24994792.shtml
easy,Прослушать Sinitana – Harmony of Dream,Sinitana,03:59,https://zaycev.net/pages/244574/24457477.shtml
easy,Прослушать Qwizar Wols – Paradise,Qwizar Wols,02:42,https://zaycev.net/pages/249759/24975934.shtml
easy,Прослушать Qwizar Wols – Trap Evolution,Qwizar Wols,03:00,https://zaycev.net/pages/249964/24996479.shtml
easy,Прослушать Various Artists – Пятьдесят оттенков серого,Various Artists,04:33,https://zaycev.net/pages/249994/24999458.shtml
easy,Прослушать Various Artists – Упкэлэмэ жаным,Various Artists,03:49,https://zaycev.net/pages/118841/11884133.shtml
easy,Прослушать Qwizar Wols – Trap Evolution (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/249964/24996478.shtml
easy,Прослушать Qwizar Wols – Город Грехов,Qwizar Wols,02:51,https://zaycev.net/pages/249759/24975941.shtml
easy,Прослушать Юлианна Караулова – Винчествер,Юлианна Караулова,02:23,https://zaycev.net/pages/248745/24874590.shtml
easy,Прослушать Various Artists – Сагынасыздыр таллар,Various Artists,03:02,https://zaycev.net/pages/119402/11940230.shtml
easy,Прослушать Qwizar Wols – Фонк Вечеринка,Qwizar Wols,02:51,https://zaycev.net/pages/249992/24999291.shtml
easy,Прослушать Qwizar Wols – Cruel World (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/250020/25002070.shtml
easy,Прослушать Phil Ginzburg – Happy Village,Phil Ginzburg,03:06,https://zaycev.net/pages/89279/8927960.shtml
easy,Прослушать Qwizar Wols – Underrated (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/250020/25002076.shtml
easy,Прослушать Various Artists – Кит,Various Artists,03:40,https://zaycev.net/pages/119405/11940554.shtml
easy,Прослушать Qwizar Wols – Running,Qwizar Wols,03:03,https://zaycev.net/pages/249759/24975936.shtml
easy,Прослушать Sinitana – Rain Shades,Sinitana,04:39,https://zaycev.net/pages/244574/24457478.shtml
easy,Прослушать Various Artists – Тик син генэ,Various Artists,02:59,https://zaycev.net/pages/119404/11940495.shtml
easy,Прослушать Qwizar Wols – Город Грехов,Qwizar Wols,02:51,https://zaycev.net/pages/249992/24999292.shtml
easy,Прослушать Qwizar Wols – Generation (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/249948/24994825.shtml
easy,"Прослушать ASMR Sleep Chill, Carlsn – Dante`s Awakening","ASMR Sleep Chill, Carlsn",03:12,https://zaycev.net/pages/250024/25002476.shtml
easy,Прослушать Qwizar Wols – Trap Dance,Qwizar Wols,02:56,https://zaycev.net/pages/249973/24997304.shtml
easy,Прослушать Scoyal – Rainy Evening,Scoyal,04:40,https://zaycev.net/pages/249831/24983189.shtml
easy,Прослушать Джи Вилкс – Крутим Мир,Джи Вилкс,03:47,https://zaycev.net/pages/250106/25010632.shtml
easy,Прослушать Various Artists – Дом (из фильма «Индийское кино»),Various Artists,04:41,https://zaycev.net/pages/249994/24999447.shtml
easy,Прослушать Blunite – Violent Pleasure,Blunite,03:16,https://zaycev.net/pages/244577/24457736.shtml
easy,Прослушать Qwizar Wols – For My Own,Qwizar Wols,03:20,https://zaycev.net/pages/249993/24999311.shtml
easy,Прослушать РИНГТОН – РИНГТОН,РИНГТОН,03:45,https://zaycev.net/pages/249259/24925950.shtml
easy,Прослушать Igor Pumphonia – Neon Dreams,Igor Pumphonia,04:16,https://zaycev.net/pages/250073/25007360.shtml
easy,Прослушать Qwizar Wols – Ангел,Qwizar Wols,03:19,https://zaycev.net/pages/249973/24997318.shtml
easy,Прослушать Qwizar Wols – Warm Heart (Мелодия На Звонок),Qwizar Wols,00:29,https://zaycev.net/pages/249993/24999312.shtml
easy,Прослушать Various Artists – Пьяный блюз,Various Artists,03:29,https://zaycev.net/pages/249994/24999453.shtml
classical,Прослушать Various Artists – Asphalt,Various Artists,04:32,https://zaycev.net/pages/247665/24766594.shtml
classical,Прослушать Various Artists – Inplex - Meant to Be  (Original Mix),Various Artists,06:29,https://zaycev.net/pages/249295/24929547.shtml
classical,Прослушать Various Artists – Яшибез бит яшибез,Various Artists,04:03,https://zaycev.net/pages/119406/11940618.shtml
classical,Прослушать Various Artists – Дочка,Various Artists,04:24,https://zaycev.net/pages/249994/24999451.shtml
classical,Прослушать Various Artists – Туган кон,Various Artists,03:12,https://zaycev.net/pages/118820/11882077.shtml
classical,Прослушать Sinitana – No Rules,Sinitana,03:34,https://zaycev.net/pages/244574/24457482.shtml
classical,Прослушать Sinitana – Harmony of Dream,Sinitana,03:59,https://zaycev.net/pages/244574/24457477.shtml
classical,Прослушать Various Artists – Пятьдесят оттенков серого,Various Artists,04:33,https://zaycev.net/pages/249994/24999458.shtml
classical,Прослушать Various Artists – Упкэлэмэ жаным,Various Artists,03:49,https://zaycev.net/pages/118841/11884133.shtml
classical,Прослушать Various Artists – Сагынасыздыр таллар,Various Artists,03:02,https://zaycev.net/pages/119402/11940230.shtml
classical,Прослушать Людвиг ван Бетховен в исполнении Симфонического оркестра Ленинградской гос. филармонии – Scherzo. Allegro,Людвиг ван Бетховен в исполнении Симфонического оркестра Ленинградской гос. филармонии,04:59,https://zaycev.net/pages/247007/24700746.shtml
classical,Прослушать Various Artists – Кит,Various Artists,03:40,https://zaycev.net/pages/119405/11940554.shtml
classical,"Прослушать Государственный академический симфонический оркестр СССР – Щелкунчик, Вальс цветов",Государственный академический симфонический оркестр СССР,06:17,https://zaycev.net/pages/248143/24814375.shtml
classical,Прослушать Ruslan Kvak – Angel dance,Ruslan Kvak,02:51,https://zaycev.net/pages/246439/24643911.shtml
classical,Прослушать Sinitana – Rain Shades,Sinitana,04:39,https://zaycev.net/pages/244574/24457478.shtml
classical,Прослушать Various Artists – Тик син генэ,Various Artists,02:59,https://zaycev.net/pages/119404/11940495.shtml
classical,Прослушать Various Artists – Дом (из фильма «Индийское кино»),Various Artists,04:41,https://zaycev.net/pages/249994/24999447.shtml
classical,"Прослушать Ludwig van Beethoven – 1-я Соната, Фа Минор, Соч. 2, № 1. 1 Часть—Аллегро (Remastered 2022)",Ludwig van Beethoven,03:42,https://zaycev.net/pages/248778/24877865.shtml
classical,Прослушать Wolfgang Amadeus Mozart – Adagio (2021 Remastered Version),Wolfgang Amadeus Mozart,06:33,https://zaycev.net/pages/246399/24639955.shtml
classical,Прослушать Various Artists – Пьяный блюз,Various Artists,03:29,https://zaycev.net/pages/249994/24999453.shtml
classical,"Прослушать Эмиль Гилельс – 32 Вариации до минор, Wo O 80",Эмиль Гилельс,10:52,https://zaycev.net/pages/248157/24815792.shtml
classical,"Прослушать Большой симфонический оркестр Всесоюзного радио, Александр Гаук – Времена года, Август","Большой симфонический оркестр Всесоюзного радио, Александр Гаук",04:09,https://zaycev.net/pages/248151/24815166.shtml
classical,Прослушать Various Artists – Алай итэргэ кирэк,Various Artists,03:12,https://zaycev.net/pages/119403/11940304.shtml
classical,"Прослушать Государственный академический симфонический оркестр СССР – Щелкунчик, соч.71, Марш",Государственный академический симфонический оркестр СССР,02:26,https://zaycev.net/pages/248143/24814386.shtml
classical,Прослушать Sinitana – Closer to Dolphins,Sinitana,03:23,https://zaycev.net/pages/244574/24457480.shtml
